system_id	protein_symbol	swiss_prot_ac	tf_type	gene_symbol	entrez_gene_id	pathway
HsTF000975	F-box only protein 21	O94952	beta-	FBXO21	23014	http://www.genome.jp/dbget-bin/www_bget?hsa:23014
HsTF000976	F-box only protein 22	Q8NEZ5	beta-	FBXO22	26263	http://www.genome.jp/dbget-bin/www_bget?hsa:26263
HsTF000977	F-box only protein 24	O75426	beta-	FBXO24	26261	http://www.genome.jp/dbget-bin/www_bget?hsa:26261
HsTF000978	F-box only protein 25	Q8TCJ0	beta-	FBXO25	26260	http://www.genome.jp/dbget-bin/www_bget?hsa:26260
HsTF000979	F-box only protein 28	Q9NVF7	beta-	FBXO28	23219	http://www.genome.jp/dbget-bin/www_bget?hsa:23219
HsTF000980	F-box only protein 3	Q9UK99	beta-	FBXO3	26273	http://www.genome.jp/dbget-bin/www_bget?hsa:26273
HsTF000981	F-box only protein 30	Q8TB52	beta-	FBXO30	84085	http://www.genome.jp/dbget-bin/www_bget?hsa:84085
HsTF000982	F-box only protein 31	Q5XUX0	beta-	FBXO31	79791	http://www.genome.jp/dbget-bin/www_bget?hsa:79791
HsTF000983	F-box only protein 32	Q969P5	beta-	FBXO32	114907	http://www.genome.jp/dbget-bin/www_bget?hsa:114907
HsTF000984	F-box only protein 33	Q7Z6M2	beta-	FBXO33	254170	http://www.genome.jp/dbget-bin/www_bget?hsa:254170
HsTF000985	F-box only protein 34	Q9NWN3	beta-	FBXO34	55030	http://www.genome.jp/dbget-bin/www_bget?hsa:55030
HsTF000986	F-box only protein 36	Q8NEA4	beta-	FBXO36	130888	http://www.genome.jp/dbget-bin/www_bget?hsa:130888
HsTF000987	F-box only protein 38	Q6PIJ6	beta-	FBXO38	81545	http://www.genome.jp/dbget-bin/www_bget?hsa:81545
HsTF000988	F-box only protein 4	Q9UKT5	beta-	FBXO4	26272	http://www.genome.jp/dbget-bin/www_bget?hsa:26272
HsTF000989	F-box only protein 40	Q9UH90	beta-	FBXO40	51725	http://www.genome.jp/dbget-bin/www_bget?hsa:51725
HsTF000990	F-box only protein 41	Q8TF61	Zinc-	FBXO41	150726	http://www.genome.jp/dbget-bin/www_bget?hsa:150726
HsTF000991	F-box only protein 42	Q6P3S6	beta-	FBXO42	54455	http://www.genome.jp/dbget-bin/www_bget?hsa:54455
HsTF000992	F-box only protein 43	Q4G163	beta-	FBXO43	286151	http://www.genome.jp/dbget-bin/www_bget?hsa:286151
HsTF000993	F-box/SPRY domain-containing protein 1	P0C2W1	beta-	FBXO45	200933	http://www.genome.jp/dbget-bin/www_bget?hsa:200933
HsTF000994	F-box only protein 46	Q6PJ61	beta-	FBXO46	23403	http://www.genome.jp/dbget-bin/www_bget?hsa:23403
HsTF000995	F-box only protein 47	Q5MNV8	beta-	FBXO47	494188	http://www.genome.jp/dbget-bin/www_bget?hsa:494188
HsTF000996	F-box only protein 5	Q9UKT4	beta-	FBXO5	26271	http://www.genome.jp/dbget-bin/www_bget?hsa:26271
HsTF000997	F-box only protein 7	Q9Y3I1	beta-	FBXO7	25793	http://www.genome.jp/dbget-bin/www_bget?hsa:25793
HsTF000998	F-box only protein 8	Q9NRD0	beta-	FBXO8	26269	http://www.genome.jp/dbget-bin/www_bget?hsa:26269
HsTF000999	F-box only protein 9	Q9UK97	beta-	FBXO9	26268	http://www.genome.jp/dbget-bin/www_bget?hsa:26268
HsTF001000	F-box/WD repeat-containing protein 11	Q9UKB1	beta-	FBXW11	23291	http://www.genome.jp/dbget-bin/www_bget?hsa:23291
HsTF001001	F-box/WD repeat-containing protein 12	Q6X9E4	beta-	FBXW12	285231	http://www.genome.jp/dbget-bin/www_bget?hsa:285231
HsTF001002	F-box/WD repeat-containing protein 2	Q9UKT8	beta-	FBXW2	26190	http://www.genome.jp/dbget-bin/www_bget?hsa:26190
HsTF001003	F-box/WD repeat-containing protein 4	P57775	beta-	FBXW4	6468	http://www.genome.jp/dbget-bin/www_bget?hsa:6468
HsTF001004	F-box/WD repeat-containing protein 5	Q969U6	beta-	FBXW5	54461	http://www.genome.jp/dbget-bin/www_bget?hsa:54461
HsTF001005	F-box/WD repeat-containing protein 7	Q969H0	beta-	FBXW7	55294	http://www.genome.jp/dbget-bin/www_bget?hsa:55294
HsTF001006	F-box/WD repeat-containing protein 8	Q8N3Y1	beta-	FBXW8	26259	http://www.genome.jp/dbget-bin/www_bget?hsa:26259
HsTF001007	F-box/WD repeat-containing protein 9	Q5XUX1	beta-	FBXW9	84261	http://www.genome.jp/dbget-bin/www_bget?hsa:84261
HsTF001008	Fez family zinc finger protein 1	A0PJY2	Zinc-	FEZF1	389549	http://www.genome.jp/dbget-bin/www_bget?hsa:389549
HsTF001009	Fez family zinc finger protein 2	Q8TBJ5	Zinc-	FEZF2	55079	http://www.genome.jp/dbget-bin/www_bget?hsa:55079
HsTF001010	FYVE, RhoGEF and PH domain-containing protein 1	P98174	Zinc-	FGD1	2245	http://www.genome.jp/dbget-bin/www_bget?hsa:2245
HsTF001011	FYVE, RhoGEF and PH domain-containing protein 2	Q7Z6J4	unknown	FGD2	221472	http://www.genome.jp/dbget-bin/www_bget?hsa:221472
HsTF001012	FYVE, RhoGEF and PH domain-containing protein 3	Q5JSP0	unknown	FGD3	89846	http://www.genome.jp/dbget-bin/www_bget?hsa:89846
HsTF001013	FYVE, RhoGEF and PH domain-containing protein 4	Q96M96	unknown	FGD4	121512	http://www.genome.jp/dbget-bin/www_bget?hsa:121512
HsTF001014	FYVE, RhoGEF and PH domain-containing protein 5	Q6ZNL6	unknown	FGD5	152273	http://www.genome.jp/dbget-bin/www_bget?hsa:152273
HsTF001015	FYVE, RhoGEF and PH domain-containing protein 6	Q6ZV73	unknown	FGD6	55785	http://www.genome.jp/dbget-bin/www_bget?hsa:55785
HsTF001016	FGFR1 oncogene partner	O95684	beta-	FGFR1OP	11116	http://www.genome.jp/dbget-bin/www_bget?hsa:11116
HsTF001017	Four and a half LIM domains protein 1	Q13642	beta-	FHL1	2273	http://www.genome.jp/dbget-bin/www_bget?hsa:2273
HsTF001018	Four and a half LIM domains protein 2	Q14192	beta-	FHL2	2274	http://www.genome.jp/dbget-bin/www_bget?hsa:2274
HsTF001019	Four and a half LIM domains protein 3	Q13643	beta-	FHL3	2275	http://www.genome.jp/dbget-bin/www_bget?hsa:2275
HsTF001020	Four and a half LIM domains protein 5	Q5TD97	beta-	FHL5	9457	http://www.genome.jp/dbget-bin/www_bget?hsa:9457
HsTF001021	Factor in the germline alpha	Q6QHK4	Basic	FIGLA	344018	http://www.genome.jp/dbget-bin/www_bget?hsa:344018
HsTF001022	Mitochondrial fission 1 protein	Q9Y3D6	beta-	FIS1	51024	http://www.genome.jp/dbget-bin/www_bget?hsa:51024
HsTF001023	Flt3-interacting zinc finger protein 1	Q96SL8	Zinc-	FIZ1	84922	http://www.genome.jp/dbget-bin/www_bget?hsa:84922
HsTF001024	FK506-binding protein 4	Q02790	beta-	FKBP4	2288	http://www.genome.jp/dbget-bin/www_bget?hsa:2288
HsTF001025	FK506-binding protein 5	Q13451	beta-	FKBP5	2289	http://www.genome.jp/dbget-bin/www_bget?hsa:2289
HsTF001026	FK506-binding protein 6	O75344	beta-	FKBP6	8468	http://www.genome.jp/dbget-bin/www_bget?hsa:8468
HsTF001027	FK506-binding protein 8	Q14318	beta-	FKBP8	23770	http://www.genome.jp/dbget-bin/www_bget?hsa:23770
HsTF001028	FK506-binding protein-like	Q9UIM3	beta-	FKBPL	63943	http://www.genome.jp/dbget-bin/www_bget?hsa:63943
HsTF001029	Forkhead-related transcription factor 10	O43638	Helix	FKHL18	2307	http://www.genome.jp/dbget-bin/www_bget?hsa:2307
HsTF001030	Friend leukemia integration 1 transcription factor	Q01543	Helix	FLI1	2313	http://www.genome.jp/dbget-bin/www_bget?hsa:2313
HsTF001031	Fragile X mental retardation 1 protein	Q06787	beta-	FMR1	2332	http://www.genome.jp/dbget-bin/www_bget?hsa:2332
HsTF001032	Formin-binding protein 4	Q8N3X1	beta-	FNBP4	23360	http://www.genome.jp/dbget-bin/www_bget?hsa:23360
HsTF001033	Proto-oncogene protein c-fos	P01100	Basic	FOS	2353	http://www.genome.jp/dbget-bin/www_bget?hsa:2353
HsTF001034	Protein fosB	P53539	Basic	FOSB	2354	http://www.genome.jp/dbget-bin/www_bget?hsa:2354
HsTF001035	Fos-related antigen 1	P15407	Basic	FOSL1	8061	http://www.genome.jp/dbget-bin/www_bget?hsa:8061
HsTF001036	Fos-related antigen 2	P15408	Basic	FOSL2	2355	http://www.genome.jp/dbget-bin/www_bget?hsa:2355
HsTF001037	Hepatocyte nuclear factor 3-alpha	P55317	Helix	FOXA1	3169	http://www.genome.jp/dbget-bin/www_bget?hsa:3169
HsTF001038	Hepatocyte nuclear factor 3-beta	Q9Y261	Helix	FOXA2	3170	http://www.genome.jp/dbget-bin/www_bget?hsa:3170
HsTF001039	Hepatocyte nuclear factor 3-gamma	P55318	Helix	FOXA3	3171	http://www.genome.jp/dbget-bin/www_bget?hsa:3171
HsTF001040	Forkhead box protein B1	Q99853	Helix	FOXB1	27023	http://www.genome.jp/dbget-bin/www_bget?hsa:27023
HsTF001041	Forkhead box protein B2	Q5VYV0	Helix	FOXB2	442425	http://www.genome.jp/dbget-bin/www_bget?hsa:442425
HsTF001042	Forkhead box protein C1	Q12948	Helix	FOXC1	2296	http://www.genome.jp/dbget-bin/www_bget?hsa:2296
HsTF001043	Forkhead box protein C2	Q99958	Helix	FOXC2	2303	http://www.genome.jp/dbget-bin/www_bget?hsa:2303
HsTF001044	Forkhead box protein D1	Q16676	Helix	FOXD1	2297	http://www.genome.jp/dbget-bin/www_bget?hsa:2297
HsTF001045	Forkhead box protein D2	O60548	Helix	FOXD2	2306	http://www.genome.jp/dbget-bin/www_bget?hsa:2306
HsTF001046	Forkhead box protein D3	Q9UJU5	Helix	FOXD3	27022	http://www.genome.jp/dbget-bin/www_bget?hsa:27022
HsTF001047	Forkhead box protein D4	Q12950	Helix	FOXD4	2298	http://www.genome.jp/dbget-bin/www_bget?hsa:2298
HsTF001048	Forkhead box protein D4-like 1	Q9NU39	Helix	FOXD4L1	200350	http://www.genome.jp/dbget-bin/www_bget?hsa:200350
HsTF001049	Forkhead box protein D4-like 3	Q6VB84	Helix	FOXD4L3	387054	http://www.genome.jp/dbget-bin/www_bget?hsa:387054
HsTF001050	Forkhead box protein D4-like 4	Q8WXT5	Helix	FOXD4L4	100036519	http://www.genome.jp/dbget-bin/www_bget?hsa:100036519
HsTF001051	Forkhead box protein D4-like 5	Q5VV16	Helix	FOXD4L5	387054	http://www.genome.jp/dbget-bin/www_bget?hsa:387054
HsTF001052	Forkhead box protein D4-like 6	Q3SYB3	Helix	FOXD4L6	653404	http://www.genome.jp/dbget-bin/www_bget?hsa:653404
HsTF001053	Forkhead box protein E1	O00358	Helix	FOXE1	2304	http://www.genome.jp/dbget-bin/www_bget?hsa:2304
HsTF001054	Forkhead box protein E2	Q99526	Helix	FOXE2	2304	http://www.genome.jp/dbget-bin/www_bget?hsa:2304
HsTF001055	Forkhead box protein E3	Q13461	Helix	FOXE3	2301	http://www.genome.jp/dbget-bin/www_bget?hsa:2301
HsTF001056	Forkhead box protein F1	Q12946	Helix	FOXF1	2294	http://www.genome.jp/dbget-bin/www_bget?hsa:2294
HsTF001057	Forkhead box protein F2	Q12947	Helix	FOXF2	2295	http://www.genome.jp/dbget-bin/www_bget?hsa:2295
HsTF001058	Forkhead box protein G1	P55316	Helix	FOXG1	2290	http://www.genome.jp/dbget-bin/www_bget?hsa:2290
HsTF001059	Forkhead box protein H1	O75593	Helix	FOXH1	8928	http://www.genome.jp/dbget-bin/www_bget?hsa:8928
HsTF001060	Forkhead box protein I1	Q12951	Helix	FOXI1	2299	http://www.genome.jp/dbget-bin/www_bget?hsa:2299
HsTF001061	Forkhead box protein J1	Q92949	Helix	FOXJ1	2302	http://www.genome.jp/dbget-bin/www_bget?hsa:2302
HsTF001062	Forkhead box protein J2	Q9P0K8	Helix	FOXJ2	55810	http://www.genome.jp/dbget-bin/www_bget?hsa:55810
HsTF001063	Forkhead box protein J3	Q9UPW0	Helix	FOXJ3	22887	http://www.genome.jp/dbget-bin/www_bget?hsa:22887
HsTF001064	Forkhead box protein K1	P85037	Helix	FOXK1	221937	http://www.genome.jp/dbget-bin/www_bget?hsa:221937
HsTF001065	Forkhead box protein K2	Q01167	Helix	FOXK2	3607	http://www.genome.jp/dbget-bin/www_bget?hsa:3607
HsTF001066	Forkhead box protein L1	Q12952	Helix	FOXL1	2300	http://www.genome.jp/dbget-bin/www_bget?hsa:2300
HsTF001067	Forkhead box protein L2	P58012	Helix	FOXL2	668	http://www.genome.jp/dbget-bin/www_bget?hsa:668
HsTF001068	Forkhead box protein M1	Q08050	Helix	FOXM1	2305	http://www.genome.jp/dbget-bin/www_bget?hsa:2305
HsTF001069	Forkhead box protein N1	O15353	Helix	FOXN1	8456	http://www.genome.jp/dbget-bin/www_bget?hsa:8456
HsTF001070	Forkhead box protein N2	P32314	Helix	FOXN2	3344	http://www.genome.jp/dbget-bin/www_bget?hsa:3344
HsTF001071	Forkhead box protein N3	O00409	Helix	FOXN3	1112	http://www.genome.jp/dbget-bin/www_bget?hsa:1112
HsTF001072	Forkhead box protein N4	Q96NZ1	Helix	FOXN4	121643	http://www.genome.jp/dbget-bin/www_bget?hsa:121643
HsTF001073	Forkhead box protein O1A	Q12778	Helix	FOXO1A	2308	http://www.genome.jp/dbget-bin/www_bget?hsa:2308
HsTF001074	Forkhead box protein O3A	O43524	Helix	FOXO3A	2309	http://www.genome.jp/dbget-bin/www_bget?hsa:2309
HsTF001075	Forkhead box protein O4	P98177	Helix	FOXO4	4303	http://www.genome.jp/dbget-bin/www_bget?hsa:4303
HsTF001076	Forkhead box protein P1	Q9H334	unknown	FOXP1	27086	http://www.genome.jp/dbget-bin/www_bget?hsa:27086
HsTF001077	Forkhead box protein P2	O15409	unknown	FOXP2	93986	http://www.genome.jp/dbget-bin/www_bget?hsa:93986
HsTF001078	Forkhead box protein P3	Q9BZS1	unknown	FOXP3	50943	http://www.genome.jp/dbget-bin/www_bget?hsa:50943
HsTF001079	Forkhead box protein P4	Q8IVH2	unknown	FOXP4	116113	http://www.genome.jp/dbget-bin/www_bget?hsa:116113
HsTF001080	Forkhead box protein Q1	Q9C009	Helix	FOXQ1	94234	http://www.genome.jp/dbget-bin/www_bget?hsa:94234
HsTF001081	Forkhead box protein R1	Q6PIV2	Helix	FOXR1	283150	http://www.genome.jp/dbget-bin/www_bget?hsa:283150
HsTF001082	Forkhead box protein R2	Q6PJQ5	Helix	FOXR2	139628	http://www.genome.jp/dbget-bin/www_bget?hsa:139628
HsTF001083	Fibroblast growth factor receptor substrate 2	Q8WU20	beta-	FRS2	10818	http://www.genome.jp/dbget-bin/www_bget?hsa:10818
HsTF001084	Fibroblast growth factor receptor substrate 3	O43559	beta-	FRS3	10817	http://www.genome.jp/dbget-bin/www_bget?hsa:10817
HsTF001085	Far upstream element-binding protein 1	Q96AE4	beta-	FUBP1	8880	http://www.genome.jp/dbget-bin/www_bget?hsa:8880
HsTF001086	Far upstream element-binding protein 3	Q96I24	beta-	FUBP3	8939	http://www.genome.jp/dbget-bin/www_bget?hsa:8939
HsTF001087	RNA-binding protein FUS	P35637	beta-	FUS	2521	http://www.genome.jp/dbget-bin/www_bget?hsa:2521
HsTF001088	FUS-interacting serine-arginine-rich protein 1	O75494	beta-	FUSIP1	10772	http://www.genome.jp/dbget-bin/www_bget?hsa:10772
HsTF001089	Fragile X mental retardation syndrome-related protein 1	P51114	beta-	FXR1	8087	http://www.genome.jp/dbget-bin/www_bget?hsa:8087
HsTF001090	Fragile X mental retardation syndrome-related protein 2	P51116	beta-	FXR2	9513	http://www.genome.jp/dbget-bin/www_bget?hsa:9513
HsTF001091	Fizzy-related protein homolog	Q9UM11	beta-	FZR1	51343	http://www.genome.jp/dbget-bin/www_bget?hsa:51343
HsTF001092	Ras GTPase-activating protein-binding protein 1	Q13283	beta-	G3BP1	10146	http://www.genome.jp/dbget-bin/www_bget?hsa:10146
HsTF001093	Ras GTPase-activating protein-binding protein 2	Q9UN86	beta-	G3BP2	9908	http://www.genome.jp/dbget-bin/www_bget?hsa:9908
HsTF001094	GRB2-associated-binding protein 1	Q13480	beta-	GAB1	2549	http://www.genome.jp/dbget-bin/www_bget?hsa:2549
HsTF001095	GRB2-associated-binding protein 2	Q9UQC2	beta-	GAB2	9846	http://www.genome.jp/dbget-bin/www_bget?hsa:9846
HsTF001096	GRB2-associated-binding protein 4	Q2WGN9	beta-	GAB4	128954	http://www.genome.jp/dbget-bin/www_bget?hsa:128954
HsTF001097	GA-binding protein alpha chain	Q06546	Helix	GABPA	2551	http://www.genome.jp/dbget-bin/www_bget?hsa:2551
HsTF001098	GA-binding protein beta chain	Q06547	beta-	GABPB2	2553	http://www.genome.jp/dbget-bin/www_bget?hsa:2553
HsTF001099	Polypeptide N-acetylgalactosaminyltransferase 9	Q9HCQ5	beta-	GALNT9	50614	http://www.genome.jp/dbget-bin/www_bget?hsa:50614
HsTF001100	Gigaxonin	Q9H2C0	beta-	GAN	8139	http://www.genome.jp/dbget-bin/www_bget?hsa:8139
HsTF001101	Growth arrest-specific protein 7	O60861	beta-	GAS7	4297	http://www.genome.jp/dbget-bin/www_bget?hsa:4297
HsTF001102	Erythroid transcription factor	P15976	Zinc-	GATA1	2623	http://www.genome.jp/dbget-bin/www_bget?hsa:2623
HsTF001103	Endothelial transcription factor GATA-2	P23769	Zinc-	GATA2	2624	http://www.genome.jp/dbget-bin/www_bget?hsa:2624
HsTF001104	Trans-acting T-cell-specific transcription factor GATA-3	P23771	Zinc-	GATA3	2625	http://www.genome.jp/dbget-bin/www_bget?hsa:2625
HsTF001105	Transcription factor GATA-4	P43694	Zinc-	GATA4	2626	http://www.genome.jp/dbget-bin/www_bget?hsa:2626
HsTF001106	Transcription factor GATA-5	Q9BWX5	Zinc-	GATA5	140628	http://www.genome.jp/dbget-bin/www_bget?hsa:140628
HsTF001107	Transcription factor GATA-6	Q92908	Zinc-	GATA6	2627	http://www.genome.jp/dbget-bin/www_bget?hsa:2627
HsTF001108	GATA zinc finger domain-containing protein 1	Q8WUU5	Zinc-	GATAD1	57798	http://www.genome.jp/dbget-bin/www_bget?hsa:57798
HsTF001109	Transcriptional repressor p66 alpha	Q86YP4	Zinc-	GATAD2A	54815	http://www.genome.jp/dbget-bin/www_bget?hsa:54815
HsTF001110	Transcriptional repressor p66 beta	Q8WXI9	Zinc-	GATAD2B	57459	http://www.genome.jp/dbget-bin/www_bget?hsa:57459
HsTF001111	Non-lysosomal glucosylceramidase	Q9HCG7	beta-	GBA2	57704	http://www.genome.jp/dbget-bin/www_bget?hsa:57704
HsTF001112	Homeobox protein GBX-1	Q14549	Helix	GBX1	2636	http://www.genome.jp/dbget-bin/www_bget?hsa:2636
HsTF001113	Homeobox protein GBX-2	P52951	Helix	GBX2	2637	http://www.genome.jp/dbget-bin/www_bget?hsa:2637
HsTF001114	Glucagon precursor	P01275	beta-	GCG	2641	http://www.genome.jp/dbget-bin/www_bget?hsa:2641
HsTF001115	GCN1-like protein 1	Q92616	beta-	GCN1L1	10985	http://www.genome.jp/dbget-bin/www_bget?hsa:10985
HsTF001116	General control of amino acid synthesis protein 5-like 2	Q92830	beta-	GCN5L2	2648	http://www.genome.jp/dbget-bin/www_bget?hsa:2648
HsTF001117	Mannosyl-oligosaccharide glucosidase	Q13724	beta-	GCS1	7841	http://www.genome.jp/dbget-bin/www_bget?hsa:7841
HsTF001118	Ganglioside-induced differentiation-associated protein 1	Q8TB36	beta-	GDAP1	54332	http://www.genome.jp/dbget-bin/www_bget?hsa:54332
HsTF001119	Ganglioside-induced differentiation-associated protein 1-like 1	Q96MZ0	beta-	GDAP1L1	78997	http://www.genome.jp/dbget-bin/www_bget?hsa:78997
HsTF001120	Embryonic growth/differentiation factor 1 precursor	P27539	beta-	GDF1	2657	http://www.genome.jp/dbget-bin/www_bget?hsa:2657
HsTF001121	Bone morphogenetic protein 3b precursor	P55107	beta-	GDF10	2662	http://www.genome.jp/dbget-bin/www_bget?hsa:2662
HsTF001122	Growth/differentiation factor 11 precursor	O95390	beta-	GDF11	10220	http://www.genome.jp/dbget-bin/www_bget?hsa:10220
HsTF001123	Growth/differentiation factor 15 precursor	Q99988	beta-	GDF15	9518	http://www.genome.jp/dbget-bin/www_bget?hsa:9518
HsTF001124	Growth/differentiation factor 2 precursor	Q9UK05	beta-	GDF2	2658	http://www.genome.jp/dbget-bin/www_bget?hsa:2658
HsTF001125	Growth/differentiation factor 3 precursor	Q9NR23	beta-	GDF3	9573	http://www.genome.jp/dbget-bin/www_bget?hsa:9573
HsTF001126	Growth/differentiation factor 5 precursor	P43026	beta-	GDF5	8200	http://www.genome.jp/dbget-bin/www_bget?hsa:8200
HsTF001127	Growth/differentiation factor 6 precursor	Q6KF10	beta-	GDF6	392255	http://www.genome.jp/dbget-bin/www_bget?hsa:392255
HsTF001128	Growth/differentiation factor 7 precursor	Q7Z4P5	beta-	GDF7	151449	http://www.genome.jp/dbget-bin/www_bget?hsa:151449
HsTF001129	Growth/differentiation factor 9 precursor	O60383	beta-	GDF9	2661	http://www.genome.jp/dbget-bin/www_bget?hsa:2661
HsTF001130	Glial cell line-derived neurotrophic factor precursor	P39905	beta-	GDNF	2668	http://www.genome.jp/dbget-bin/www_bget?hsa:2668
HsTF001131	Gem-associated protein 5	Q8TEQ6	beta-	GEMIN5	25929	http://www.genome.jp/dbget-bin/www_bget?hsa:25929
HsTF001132	Zinc finger protein Gfi-1	Q99684	Zinc-	GFI1	2672	http://www.genome.jp/dbget-bin/www_bget?hsa:2672
HsTF001133	Zinc finger protein Gfi-1b	Q5VTD9	Zinc-	GFI1B	8328	http://www.genome.jp/dbget-bin/www_bget?hsa:8328
HsTF001134	Glucose-fructose oxidoreductase domain-containing protein 1 precursor	Q9NXC2	beta-	GFOD1	54438	http://www.genome.jp/dbget-bin/www_bget?hsa:54438
HsTF001135	Glucose-fructose oxidoreductase domain-containing protein 2 precursor	Q3B7J2	beta-	GFOD2	81577	http://www.genome.jp/dbget-bin/www_bget?hsa:81577
HsTF001136	Somatoliberin precursor	P01286	beta-	GHRH	2691	http://www.genome.jp/dbget-bin/www_bget?hsa:2691
HsTF001137	Gastric inhibitory polypeptide precursor	P09681	beta-	GIP	2695	http://www.genome.jp/dbget-bin/www_bget?hsa:2695
HsTF001138	ARF GTPase-activating protein GIT1	Q9Y2X7	beta-	GIT1	28964	http://www.genome.jp/dbget-bin/www_bget?hsa:28964
HsTF001139	ARF GTPase-activating protein GIT2	Q14161	beta-	GIT2	9815	http://www.genome.jp/dbget-bin/www_bget?hsa:9815
HsTF001140	Zinc finger protein GLI1	P08151	Zinc-	GLI1	2735	http://www.genome.jp/dbget-bin/www_bget?hsa:2735
HsTF001141	Zinc finger protein GLI2	P10070	Zinc-	GLI2	2736	http://www.genome.jp/dbget-bin/www_bget?hsa:2736
HsTF001142	Zinc finger protein GLI3	P10071	Zinc-	GLI3	2737	http://www.genome.jp/dbget-bin/www_bget?hsa:2737
HsTF001143	Zinc finger protein GLI4	P10075	Zinc-	GLI4	2738	http://www.genome.jp/dbget-bin/www_bget?hsa:2738
HsTF001144	Zinc finger protein GLIS1	Q8NBF1	Zinc-	GLIS1	148979	http://www.genome.jp/dbget-bin/www_bget?hsa:148979
HsTF001145	Zinc finger protein GLIS2	Q9BZE0	Zinc-	GLIS2	84662	http://www.genome.jp/dbget-bin/www_bget?hsa:84662
HsTF001146	Zinc finger protein GLIS3	Q8NEA6	Zinc-	GLIS3	169792	http://www.genome.jp/dbget-bin/www_bget?hsa:169792
HsTF001147	Glutaminase kidney isoform, mitochondrial precursor	O94925	beta-	GLS	2744	http://www.genome.jp/dbget-bin/www_bget?hsa:2744
HsTF001148	Glutaminase liver isoform, mitochondrial precursor	Q9UI32	beta-	GLS2	27165	http://www.genome.jp/dbget-bin/www_bget?hsa:27165
HsTF001149	Glucocorticoid modulatory element-binding protein 1	Q9Y692	beta-	GMEB1	10691	http://www.genome.jp/dbget-bin/www_bget?hsa:10691
HsTF001150	Glucocorticoid modulatory element-binding protein 2	Q9UKD1	beta-	GMEB2	26205	http://www.genome.jp/dbget-bin/www_bget?hsa:26205
HsTF001151	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	P62873	beta-	GNB1	2782	http://www.genome.jp/dbget-bin/www_bget?hsa:2782
HsTF001152	Guanine nucleotide-binding protein subunit beta-like protein 1	Q9BYB4	beta-	GNB1L	54584	http://www.genome.jp/dbget-bin/www_bget?hsa:54584
HsTF001153	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2	P62879	beta-	GNB2	2783	http://www.genome.jp/dbget-bin/www_bget?hsa:2783
HsTF001154	Guanine nucleotide-binding protein subunit beta-2-like 1	P63244	beta-	GNB2L1	10399	http://www.genome.jp/dbget-bin/www_bget?hsa:10399
HsTF001155	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3	P16520	beta-	GNB3	2784	http://www.genome.jp/dbget-bin/www_bget?hsa:2784
HsTF001156	Guanine nucleotide-binding protein subunit beta-4	Q9HAV0	beta-	GNB4	59345	http://www.genome.jp/dbget-bin/www_bget?hsa:59345
HsTF001157	Guanine nucleotide-binding protein subunit beta-5	O14775	beta-	GNB5	10681	http://www.genome.jp/dbget-bin/www_bget?hsa:10681
HsTF001158	Dihydroxyacetone phosphate acyltransferase	O15228	beta-	GNPAT	8443	http://www.genome.jp/dbget-bin/www_bget?hsa:8443
HsTF001159	Glucosamine 6-phosphate N-acetyltransferase	Q96EK6	beta-	GNPNAT1	64841	http://www.genome.jp/dbget-bin/www_bget?hsa:64841
HsTF001160	Golgin subfamily A member 4	Q13439	beta-	GOLGA4	2803	http://www.genome.jp/dbget-bin/www_bget?hsa:2803
HsTF001161	GON-4-like protein	Q3T8J9	Helix	GON4L	54856	http://www.genome.jp/dbget-bin/www_bget?hsa:54856
HsTF001162	Glycerol-3-phosphate acyltransferase, mitochondrial precursor	Q9HCL2	beta-	GPAM	57678	http://www.genome.jp/dbget-bin/www_bget?hsa:57678
HsTF001163	1-acyl-sn-glycerol-3-phosphate acyltransferase theta	Q53EU6	beta-	GPAT3	84803	http://www.genome.jp/dbget-bin/www_bget?hsa:84803
HsTF001164	G patch domain and KOW motifs-containing protein	Q92917	beta-	GPKOW	27238	http://www.genome.jp/dbget-bin/www_bget?hsa:27238
HsTF001165	Probable G-protein coupled receptor 112	Q8IZF6	beta-	GPR112	139378	http://www.genome.jp/dbget-bin/www_bget?hsa:139378
HsTF001166	Probable G-protein coupled receptor 126 precursor	Q86SQ4	beta-	GPR126	57211	http://www.genome.jp/dbget-bin/www_bget?hsa:57211
HsTF001167	Probable G-protein coupled receptor 133 precursor	Q6QNK2	beta-	GPR133	283383	http://www.genome.jp/dbget-bin/www_bget?hsa:283383
HsTF001168	Probable G-protein coupled receptor 144	Q7Z7M1	beta-	GPR144	347088	http://www.genome.jp/dbget-bin/www_bget?hsa:347088
HsTF001169	Integral membrane protein GPR155	Q7Z3F1	Helix	GPR155	151556	http://www.genome.jp/dbget-bin/www_bget?hsa:151556
HsTF001170	G-protein coupled receptor 98 precursor	Q8WXG9	beta-	GPR98	84059	http://www.genome.jp/dbget-bin/www_bget?hsa:84059
HsTF001171	COP9 signalosome complex subunit 1	Q13098	beta-	GPS1	2873	http://www.genome.jp/dbget-bin/www_bget?hsa:2873
HsTF001172	G-protein-signaling modulator 1	Q86YR5	beta-	GPSM1	26086	http://www.genome.jp/dbget-bin/www_bget?hsa:26086
