This file contains the disease spectrum width (DSW) data of miRNA.
miRNA DSW was defined by Qiu et al. (Qiu et al. Scientific Reports 2012 in press).
For one miRNA, i, 
DSW(i)=n(i)/N
where, n(i) is the number of diseases associated with miRNA i, N is the total number of diseases that have reported associated miRNAs.
DSW of a miRNA represents its role in human disease.

DSW in this file was calculated based on miRNA-disease data in HMDD (version March-15, 2012). We calculated DSW at the miRNA-gene level and at the merged-miRNA-gene (i.e. let-7a-1 and let-7a-2 are merged to let-7a) level, respectively.

Qinghua Cui, Ph.D
Associate Professor
Peking University
cuiqinghua@hsc.pku.edu.cn
March-16, 2012

--------------------------------
DSW data at the merged-miRNA-gene level

miRNA	DSW
hsa-mir-208b	2.28571428571429E-02
hsa-mir-320a	2.28571428571429E-02
hsa-mir-326	.02
hsa-mir-129-1	.02
hsa-mir-198	.02
hsa-mir-520h	.02
hsa-mir-134	.02
hsa-mir-301a	.02
hsa-mir-708	.02
hsa-mir-574	.02
hsa-mir-185	.02
hsa-mir-363	1.71428571428571E-02
hsa-mir-187	1.71428571428571E-02
hsa-mir-381	1.71428571428571E-02
hsa-mir-376c	1.71428571428571E-02
hsa-mir-520b	1.71428571428571E-02
hsa-mir-433	1.71428571428571E-02
hsa-mir-520c	1.71428571428571E-02
hsa-mir-324	1.71428571428571E-02
hsa-mir-638	1.71428571428571E-02
hsa-mir-1224	1.71428571428571E-02
hsa-mir-211	1.71428571428571E-02
hsa-mir-330	1.71428571428571E-02
hsa-mir-371	1.71428571428571E-02
hsa-mir-516a-1	1.71428571428571E-02
hsa-mir-503	1.71428571428571E-02
hsa-mir-484	1.71428571428571E-02
hsa-mir-516a-2	1.71428571428571E-02
hsa-mir-370	1.42857142857143E-02
hsa-mir-320	1.42857142857143E-02
hsa-mir-299	1.42857142857143E-02
hsa-mir-33a	1.42857142857143E-02
hsa-mir-153-2	1.42857142857143E-02
hsa-mir-345	1.42857142857143E-02
hsa-mir-550-2	1.42857142857143E-02
hsa-mir-340	1.42857142857143E-02
hsa-mir-550-1	1.42857142857143E-02
hsa-mir-539	1.42857142857143E-02
hsa-mir-519c	1.42857142857143E-02
hsa-mir-513a-2	1.42857142857143E-02
hsa-mir-513a-1	1.42857142857143E-02
hsa-mir-219-2	1.42857142857143E-02
hsa-mir-517a	1.42857142857143E-02
hsa-mir-425	1.42857142857143E-02
hsa-mir-421	1.42857142857143E-02
hsa-mir-216a	1.42857142857143E-02
hsa-mir-519d	1.42857142857143E-02
hsa-mir-383	1.42857142857143E-02
hsa-mir-488	1.42857142857143E-02
hsa-mir-520a	1.42857142857143E-02
hsa-mir-376a-1	1.42857142857143E-02
hsa-mir-376a-2	1.42857142857143E-02
hsa-mir-216b	1.14285714285714E-02
hsa-mir-625	1.14285714285714E-02
hsa-mir-622	1.14285714285714E-02
hsa-mir-323	1.14285714285714E-02
hsa-mir-509-3	1.14285714285714E-02
hsa-mir-208	1.14285714285714E-02
hsa-mir-217	1.14285714285714E-02
hsa-mir-320b-1	1.14285714285714E-02
hsa-mir-608	1.14285714285714E-02
hsa-mir-498	1.14285714285714E-02
hsa-mir-320b-2	1.14285714285714E-02
hsa-mir-637	1.14285714285714E-02
hsa-mir-492	1.14285714285714E-02
hsa-mir-331	1.14285714285714E-02
hsa-mir-485	1.14285714285714E-02
hsa-mir-518b	1.14285714285714E-02
hsa-mir-500	1.14285714285714E-02
hsa-mir-422a	1.14285714285714E-02
hsa-mir-374b	1.14285714285714E-02
hsa-mir-495	1.14285714285714E-02
hsa-mir-526a-2	1.14285714285714E-02
hsa-mir-532	1.14285714285714E-02
hsa-mir-519e	1.14285714285714E-02
hsa-mir-382	1.14285714285714E-02
hsa-mir-493	1.14285714285714E-02
hsa-mir-409	1.14285714285714E-02
hsa-mir-886	1.14285714285714E-02
hsa-mir-519a-1	1.14285714285714E-02
hsa-mir-526a-1	1.14285714285714E-02
hsa-mir-33b	1.14285714285714E-02
hsa-mir-320c-2	1.14285714285714E-02
hsa-mir-516b-2	1.14285714285714E-02
hsa-mir-516b-1	1.14285714285714E-02
hsa-mir-432	1.14285714285714E-02
hsa-mir-489	1.14285714285714E-02
hsa-mir-520e	1.14285714285714E-02
hsa-mir-650	1.14285714285714E-02
hsa-mir-346	1.14285714285714E-02
hsa-mir-136	8.57142857142857E-03
hsa-mir-301b	8.57142857142857E-03
hsa-mir-300	8.57142857142857E-03
hsa-mir-153-1	8.57142857142857E-03
hsa-mir-154	8.57142857142857E-03
hsa-mir-188	8.57142857142857E-03
hsa-mir-202	8.57142857142857E-03
hsa-mir-509-2	8.57142857142857E-03
hsa-mir-640	8.57142857142857E-03
hsa-mir-515-1	8.57142857142857E-03
hsa-mir-504	8.57142857142857E-03
hsa-mir-379	8.57142857142857E-03
hsa-mir-410	8.57142857142857E-03
hsa-mir-584	8.57142857142857E-03
hsa-mir-513c	8.57142857142857E-03
hsa-mir-361	8.57142857142857E-03
hsa-mir-512-2	8.57142857142857E-03
hsa-mir-374a	8.57142857142857E-03
hsa-mir-509-1	8.57142857142857E-03
hsa-mir-508	8.57142857142857E-03
hsa-mir-506	8.57142857142857E-03
hsa-mir-455	8.57142857142857E-03
hsa-mir-628	8.57142857142857E-03
hsa-mir-487b	8.57142857142857E-03
hsa-mir-615	8.57142857142857E-03
hsa-mir-602	8.57142857142857E-03
hsa-mir-513b	8.57142857142857E-03
hsa-mir-744	8.57142857142857E-03
hsa-mir-874	8.57142857142857E-03
hsa-mir-320c-1	8.57142857142857E-03
hsa-mir-652	8.57142857142857E-03
hsa-mir-885	8.57142857142857E-03
hsa-mir-658	8.57142857142857E-03
hsa-mir-320d-1	8.57142857142857E-03
hsa-mir-548d-1	8.57142857142857E-03
hsa-mir-720	8.57142857142857E-03
hsa-mir-519a-2	8.57142857142857E-03
hsa-mir-518c	8.57142857142857E-03
hsa-mir-671	8.57142857142857E-03
hsa-mir-661	8.57142857142857E-03
hsa-mir-548d-2	8.57142857142857E-03
hsa-mir-302f	8.57142857142857E-03
hsa-mir-515-2	8.57142857142857E-03
hsa-mir-548b	5.71428571428571E-03
hsa-mir-1915	5.71428571428571E-03
hsa-mir-147	5.71428571428571E-03
hsa-mir-525	5.71428571428571E-03
hsa-mir-302e	5.71428571428571E-03
hsa-mir-526b	5.71428571428571E-03
hsa-mir-190	5.71428571428571E-03
hsa-mir-593	5.71428571428571E-03
hsa-mir-590	5.71428571428571E-03
hsa-mir-575	5.71428571428571E-03
hsa-mir-571	5.71428571428571E-03
hsa-mir-596	5.71428571428571E-03
hsa-mir-1302-1	5.71428571428571E-03
hsa-mir-942	5.71428571428571E-03
hsa-mir-922	5.71428571428571E-03
hsa-mir-873	5.71428571428571E-03
hsa-mir-767	5.71428571428571E-03
hsa-mir-765	5.71428571428571E-03
hsa-mir-105-1	5.71428571428571E-03
hsa-mir-105-2	5.71428571428571E-03
hsa-mir-675	5.71428571428571E-03
hsa-mir-1246	5.71428571428571E-03
hsa-mir-1249	5.71428571428571E-03
hsa-mir-1273c	5.71428571428571E-03
hsa-mir-1274b	5.71428571428571E-03
hsa-mir-642	5.71428571428571E-03
hsa-mir-646	5.71428571428571E-03
hsa-mir-320d-2	5.71428571428571E-03
hsa-mir-1302-2	5.71428571428571E-03
hsa-mir-1302-3	5.71428571428571E-03
hsa-mir-1302-4	5.71428571428571E-03
hsa-mir-1302-5	5.71428571428571E-03
hsa-mir-1302-6	5.71428571428571E-03
hsa-mir-1302-7	5.71428571428571E-03
hsa-mir-1471	5.71428571428571E-03
hsa-mir-1302-8	5.71428571428571E-03
hsa-mir-520g	5.71428571428571E-03
hsa-mir-636	5.71428571428571E-03
hsa-mir-630	5.71428571428571E-03
hsa-mir-601	5.71428571428571E-03
hsa-mir-1290	5.71428571428571E-03
hsa-mir-454	5.71428571428571E-03
hsa-mir-298	5.71428571428571E-03
hsa-mir-297	5.71428571428571E-03
hsa-mir-514-3	5.71428571428571E-03
hsa-mir-514-2	5.71428571428571E-03
hsa-mir-514-1	5.71428571428571E-03
hsa-mir-512-1	5.71428571428571E-03
hsa-mir-510	5.71428571428571E-03
hsa-mir-505	5.71428571428571E-03
hsa-mir-377	5.71428571428571E-03
hsa-mir-320e	5.71428571428571E-03
hsa-mir-490	5.71428571428571E-03
hsa-mir-507	5.71428571428571E-03
hsa-mir-337	5.71428571428571E-03
hsa-mir-450b	5.71428571428571E-03
hsa-mir-450a-2	5.71428571428571E-03
hsa-mir-450a-1	5.71428571428571E-03
hsa-mir-220	5.71428571428571E-03
hsa-mir-431	5.71428571428571E-03
hsa-mir-411	5.71428571428571E-03
hsa-mir-520f	5.71428571428571E-03
hsa-mir-376b	5.71428571428571E-03
hsa-mir-501	5.71428571428571E-03
hsa-mir-502	5.71428571428571E-03
hsa-mir-519b	5.71428571428571E-03
hsa-mir-3130-3	2.85714285714286E-03
hsa-mir-655	2.85714285714286E-03
hsa-mir-941-1	2.85714285714286E-03
hsa-mir-935	2.85714285714286E-03
hsa-mir-657	2.85714285714286E-03
hsa-mir-3130-2	2.85714285714286E-03
hsa-mir-659	2.85714285714286E-03
hsa-mir-660	2.85714285714286E-03
hsa-mir-1258	2.85714285714286E-03
hsa-mir-941-2	2.85714285714286E-03
hsa-mir-1254	2.85714285714286E-03
hsa-mir-329-2	2.85714285714286E-03
hsa-mir-1247	2.85714285714286E-03
hsa-mir-329-1	2.85714285714286E-03
hsa-mir-1245b	2.85714285714286E-03
hsa-mir-1259	2.85714285714286E-03
hsa-mir-3130-1	2.85714285714286E-03
hsa-mir-1280	2.85714285714286E-03
hsa-mir-1275	2.85714285714286E-03
hsa-mir-1274a	2.85714285714286E-03
hsa-mir-1273g	2.85714285714286E-03
hsa-mir-1273f	2.85714285714286E-03
hsa-mir-1273e	2.85714285714286E-03
hsa-mir-1260	2.85714285714286E-03
hcmv-mir-UL148D	2.85714285714286E-03
hsa-mir-1266	2.85714285714286E-03
hsa-mir-369	2.85714285714286E-03
hsa-mir-1273a	2.85714285714286E-03
hsa-mir-941-4	2.85714285714286E-03
hsa-mir-941-3	2.85714285714286E-03
hsa-mir-1271	2.85714285714286E-03
hsa-mir-654	2.85714285714286E-03
hsa-mir-302	2.85714285714286E-03
hsa-mir-1273d	2.85714285714286E-03
hsa-mir-766	2.85714285714286E-03
hsa-mir-1245a	2.85714285714286E-03
hsa-mir-1184	2.85714285714286E-03
hsa-mir-3163	2.85714285714286E-03
hsa-mir-1183	2.85714285714286E-03
hsa-mir-102	2.85714285714286E-03
hsa-mir-1181	2.85714285714286E-03
hsa-mir-768	2.85714285714286E-03
hsa-mir-1179	2.85714285714286E-03
hsa-mir-1202	2.85714285714286E-03
hsa-mir-3186	2.85714285714286E-03
hsa-mir-711	2.85714285714286E-03
hsa-mir-718	2.85714285714286E-03
hsa-mir-105	2.85714285714286E-03
hsa-mir-106c	2.85714285714286E-03
hsa-mir-323b	2.85714285714286E-03
hsa-mir-758	2.85714285714286E-03
hsa-mir-1180	2.85714285714286E-03
hsa-mir-3130-4	2.85714285714286E-03
hsa-mir-29	2.85714285714286E-03
hsa-mir-662	2.85714285714286E-03
hsa-mir-1236	2.85714285714286E-03
hsa-mir-1234	2.85714285714286E-03
hsa-mir-1233-2	2.85714285714286E-03
hsa-mir-1233-1	2.85714285714286E-03
hsa-mir-672	2.85714285714286E-03
hsa-mir-1227	2.85714285714286E-03
ebv-mir-BHRF1-1	2.85714285714286E-03
hsa-mir-801	2.85714285714286E-03
hsa-mie-130b	2.85714285714286E-03
hsa-mir-1301	2.85714285714286E-03
hsa-mir-664	2.85714285714286E-03
hsa-mir-325	2.85714285714286E-03
hsa-mir-1207	2.85714285714286E-03
hsa-mir-769	2.85714285714286E-03
hsa-mir-1229	2.85714285714286E-03
hsa-mir-572	2.85714285714286E-03
hsa-mir-1296	2.85714285714286E-03
hsa-mir-1826	2.85714285714286E-03
hsa-mir-557	2.85714285714286E-03
hsa-mir-561	2.85714285714286E-03
hsa-mir-566	2.85714285714286E-03
hsa-mir-567	2.85714285714286E-03
hsa-mir-569	2.85714285714286E-03
hsa-mir-552	2.85714285714286E-03
hsa-mir-19b	2.85714285714286E-03
hsa-mir-517c	2.85714285714286E-03
hsa-mir-577	2.85714285714286E-03
hsa-mir-582	2.85714285714286E-03
hsa-mir-583	2.85714285714286E-03
hsa-mir-589	2.85714285714286E-03
hsa-mir-591	2.85714285714286E-03
hsa-mir-592	2.85714285714286E-03
hsa-mir-595	2.85714285714286E-03
hsa-mir-570	2.85714285714286E-03
hsa-mir-1909	2.85714285714286E-03
hsa-mir-196a	2.85714285714286E-03
hsa-mir-521-1	2.85714285714286E-03
hsa-mir-521-2	2.85714285714286E-03
hsa-mir-522	2.85714285714286E-03
hsa-mir-523	2.85714285714286E-03
hsa-mir-524	2.85714285714286E-03
hsa-mir-1972	2.85714285714286E-03
hsa-mir-1827	2.85714285714286E-03
hsa-mir-1975	2.85714285714286E-03
hsa-mir-147b	2.85714285714286E-03
hsa-mir-1979	2.85714285714286E-03
hsa-mir-527	2.85714285714286E-03
hsa-mir-545	2.85714285714286E-03
hsa-mir-548a	2.85714285714286E-03
hsa-mir-518f	2.85714285714286E-03
hsa-mir-548c	2.85714285714286E-03
hsa-mir-518e	2.85714285714286E-03
hsa-mir-1974	2.85714285714286E-03
hsa-mir-600	2.85714285714286E-03
hsa-mir-453	2.85714285714286E-03
hsa-mir-1308	2.85714285714286E-03
hsa-mir-1305	2.85714285714286E-03
hsa-mir-1303	2.85714285714286E-03
hsa-mir-449c	2.85714285714286E-03
hsa-mir-448	2.85714285714286E-03
hsa-mir-4306	2.85714285714286E-03
hsa-mir-598	2.85714285714286E-03
hsa-mir-1299	2.85714285714286E-03
hsa-mir-635	2.85714285714286E-03
hsa-mir-1293	2.85714285714286E-03
hsa-mir-2355	2.85714285714286E-03
hsa-mir-647	2.85714285714286E-03
hsa-mir-384	2.85714285714286E-03
hsa-mir-1286	2.85714285714286E-03
hsa-mir-1285-2	2.85714285714286E-03
hsa-mir-1285-1	2.85714285714286E-03
hsa-mir-4257	2.85714285714286E-03
hsa-mir-616	2.85714285714286E-03
hsa-mir-648	2.85714285714286E-03
hsa-mir-1469	2.85714285714286E-03
hsa-mir-2110	2.85714285714286E-03
hsa-mir-603	2.85714285714286E-03
hsa-mir-605	2.85714285714286E-03
hsa-mir-610	2.85714285714286E-03
hsa-mir-611	2.85714285714286E-03
hsa-mir-1322	2.85714285714286E-03
hsa-mir-614	2.85714285714286E-03
hsa-mir-1323	2.85714285714286E-03
hsa-mir-617	2.85714285714286E-03
hsa-mir-619	2.85714285714286E-03
hsa-mir-621	2.85714285714286E-03
hsa-mir-624	2.85714285714286E-03
hsa-mir-627	2.85714285714286E-03
hsa-mir-487a	2.85714285714286E-03
hsa-mir-632	2.85714285714286E-03
hsa-mir-599	2.85714285714286E-03
hsa-mir-612	2.85714285714286E-03
